NUMBER_1,X_WORLD_1,Y_WORLD_1,XWIN_WORLD_1,YWIN_WORLD_1,X_IMAGE_1,Y_IMAGE_1,FLUX_ISO_1,FLUXERR_ISO_1,MAG_ISO (V),MAGERR_ISO (V),FLUX_AUTO_1,FLUXERR_AUTO_1,FLUX_MAX_1,ISOAREA_IMAGE_1,CXX_IMAGE_1,CYY_IMAGE_1,CXY_IMAGE_1,A_IMAGE_1,THETA_IMAGE_1,FLAGS_1,ELONGATION_1,ELLIPTICITY_1,NUMBER_2,X_WORLD_2,Y_WORLD_2,XWIN_WORLD_2,YWIN_WORLD_2,X_IMAGE_2,Y_IMAGE_2,FLUX_ISO_2,FLUXERR_ISO_2,MAG_ISO (B),MAGERR_ISO (B),FLUX_AUTO_2,FLUXERR_AUTO_2,FLUX_MAX_2,ISOAREA_IMAGE_2,CXX_IMAGE_2,CYY_IMAGE_2,CXY_IMAGE_2,A_IMAGE_2,THETA_IMAGE_2,FLAGS_2,ELONGATION_2,ELLIPTICITY_2,Separation
3018,91.86336161,23.98188215,91.8633721,23.98189158,2240.4517,1053.6556,1191.1473,81.9046,18.710087,0.074674554,1660.2554,163.95676,139.53342,18,1.0341475,0.5552031,0.2865761,1.3926438,-74.55292,0,1.4430789,0.30703723,3724,91.86334921,23.98189667,91.86337188,23.98189164,2240.36,1053.5837,915.1339,61.68553,18.996288,0.07320293,1640.0786,155.674,139.53342,11,1.4721934,1.196426,-0.2019414,0.9271153,71.89255,0,1.1374501,0.12084055,0.066286663
3019,91.86315497,24.06929785,91.86314616,24.06929861,1687.9944,1049.9331,3323.395,117.61114,17.596045,0.038432293,3535.607,157.5319,273.87076,34,0.5124026,0.4196629,-0.09601896,1.5825511,67.00236,3,1.1551312,0.13429749,1978,91.86315497,24.06929785,91.86314699,24.06929854,1687.9944,1049.9331,2824.026,95.54798,17.772827,0.036743682,3599.2122,175.09953,273.87076,24,0.81338954,0.5383849,-0.012333666,1.3630422,88.716034,2,1.2294065,0.18659937,0
3021,91.86427787,24.16479988,91.86429299,24.16478731,1084.3976,1053.6445,3801.9075,116.287224,17.449995,0.03321699,4125.826,161.03406,386.33917,35,0.4721541,0.6071565,-0.022560732,1.4567635,4.743616,0,1.1359884,0.11970931,1980,91.86430081,24.16479117,91.86429309,24.1647872,1084.4521,1053.7771,3368.1714,98.35426,17.581514,0.03171238,4129.404,155.2304,386.33917,24,0.6309434,0.82666117,-0.001783723,1.2589433,0.2610825,0,1.1446455,0.12636709,0.081620423
3023,91.86404484,23.9440289,91.86405213,23.94402829,2479.6648,1058.6978,1347.9526,87.48339,18.575813,0.07048242,2387.6719,225.81348,130.81781,22,0.6102044,0.72727513,0.020847857,1.2811215,-5.048666,0,1.0932374,0.085285544,1965,91.86401638,23.94404949,91.86404172,23.94402928,2479.5356,1058.5327,944.0259,64.00563,18.96254,0.07363158,1927.9066,163.16869,130.81781,12,1.1944525,1.2446619,0.001742582,0.9149941,-0.993862,0,1.0208141,0.020389676,0.11942735
3024,91.8640359,23.99758422,91.86404116,23.99749162,2141.1973,1057.0944,8048.0615,137.18517,16.63577,0.018511673,8159.2197,162.94153,1595.6094,31,0.31364805,0.9732374,-0.14751032,1.8092284,6.303087,0,1.7923092,0.44206053,1970,91.86404089,23.99757675,91.8640409,23.99749163,2141.2444,1057.1234,7913.5503,129.79286,16.654072,0.017811859,8161.651,159.69182,1595.6094,28,0.32444912,1.0796546,-0.120840974,1.7687464,4.5454383,0,1.841925,0.45708972,0.03152086
3025,91.86382526,24.24411366,91.86380916,24.24411682,583.1496,1048.7374,5507.0566,134.60252,17.0477,0.026543824,6021.5244,191.72977,478.25232,43,0.48411274,0.3877987,0.043296497,1.6155181,-77.89722,2,1.1294249,0.114593625,1985,91.86382311,24.24411836,91.86380785,24.24411662,583.12,1048.7249,4891.045,115.31796,17.176495,0.025605021,5759.6826,175.267,478.25232,31,0.6147268,0.57486695,-0.026105395,1.3234032,73.389015,2,1.040889,0.03928274,0.01831698
3028,92.03561227,24.11498078,92.03566727,24.11501638,1394.1149,2043.4102,2101.805,94.51267,18.09352,0.04883458,1821.0222,99.82728,364.50443,17,0.34448642,2.3728004,-0.13869849,1.7096688,1.9559314,24,2.63487,0.62047464,1828,92.03564128,24.11498656,92.03566814,24.11501635,1394.0774,2043.5773,1550.9933,66.64056,18.423475,0.04666148,1807.8984,98.43595,364.50443,11,0.5478735,4.1325665,-0.27543375,1.3575753,2.196875,24,2.7615395,0.6378832,0.097574264
3030,92.03220916,24.00898781,92.03218333,24.00899111,2064.0964,2027.6534,271417,596.44916,12.8159075,0.002386526,264988.34,557.40686,19267.098,294,0.22564723,0.21366018,-0.013393333,2.1787236,65.91428,0,1.041787,0.040110946,2006,92.03220781,24.00898972,92.03218311,24.00899114,2064.0842,2027.6456,267892.3,570.6941,12.830099,0.002313518,263224.84,550.8373,19267.098,220,0.25330263,0.24234052,-0.013262921,2.0445743,64.787254,0,1.0353401,0.034133792,0.008193599
3033,92.03411234,24.13742047,92.03408788,24.13741266,1252.348,2033.9359,19501.486,205.81187,15.67483,0.011461264,19686.52,220.42284,1463.2998,77,0.33560115,0.36080888,-0.030665979,1.7451272,25.289726,16,1.0587233,0.055466175,2022,92.03411006,24.13741437,92.03408773,24.13741265,1252.3866,2033.923,18716.809,185.68867,15.71942,0.010774161,19481.84,212.67076,1463.2998,60,0.411476,0.41000235,-0.026030399,1.5856981,46.620083,16,1.032258,0.03125,0.02318399
3034,91.87036308,24.26906918,91.8703517,24.26906783,425.25757,1085.6819,2837.0664,110.88351,17.767826,0.04244507,3230.1775,161.51538,256.7853,32,0.55842996,0.4595764,-0.083901025,1.5004569,69.83869,3,1.1366222,0.12020016,3662,91.87036308,24.26906918,91.87035038,24.26906807,425.25757,1085.6819,2354.7302,87.23086,17.970146,0.040230814,3255.679,159.96022,256.7853,20,0.80550563,0.7816935,-0.070301846,1.149739,54.355946,3,1.0479114,0.045720816,0
3035,91.87188496,24.08953007,91.87186587,24.08952321,1559.8959,1099.7156,4974.412,135.5484,17.158146,0.029592555,4766.0425,162.20192,383.52167,39,0.4441486,0.50279886,0.02062776,1.5034828,-9.688586,0,1.0679594,0.06363487,1855,91.87187655,24.0895399,91.87186554,24.08952299,1559.834,1099.6667,4280.981,111.469475,17.321142,0.028277596,4731.4937,146.78511,383.52167,31,0.5613327,0.6040389,0.060445946,1.3537259,-27.379038,0,1.0656592,0.06161368,0.044904284
3039,91.87240434,24.17873398,91.87240174,24.17870661,996.11865,1100.0939,1860.9948,91.81019,18.225637,0.05357665,2327.4673,155.34996,166.36006,23,0.6744867,0.63617545,0.052304834,1.2670275,-63.11066,0,1.0507536,0.048302054,1856,91.87240656,24.1786884,91.87240191,24.17870778,996.4066,1100.108,1528.0244,73.951965,18.439674,0.05255926,2436.7417,165.5161,166.36006,15,1.0947723,0.9371015,-0.1383965,1.0476865,69.36238,0,1.10918,0.09843302,0.164253929
3040,91.87283297,24.29182914,91.87281035,24.29184027,281.3485,1099.2434,2370.4583,105.073166,17.96292,0.04813814,2609.3926,144.91417,227.2956,28,0.57923305,0.53250045,-0.12595838,1.4304811,55.177826,0,1.1291207,0.11435509,1858,91.87280847,24.29182708,91.87280975,24.29184068,281.3622,1099.1024,1929.2615,83.192726,18.186522,0.04682999,2580.1465,144.81322,227.2956,19,1.0042408,0.69927394,-0.20847265,1.2243919,72.821915,0,1.2465149,0.19776332,0.080718865
3041,91.87300473,24.32243789,91.87297607,24.32243815,87.89596,1099.3336,2170.421,98.941574,18.05864,0.04950678,2570.8198,175.16379,209.62407,26,0.6062202,0.601969,0.04826621,1.3132137,-47.516735,0,1.0409412,0.03933102,1859,91.87297997,24.32242682,91.87297449,24.32243794,87.96662,1099.1914,1835.0638,81.01917,18.240871,0.047947552,2534.371,156.8542,209.62407,18,0.8970792,0.8460063,0.18349473,1.1349665,-52.776867,0,1.115954,0.1039058,0.090493405
3042,91.87200881,24.1709421,91.87199975,24.17093441,1045.3735,1098.042,4181.73,126.50825,17.34661,0.032854334,4363.924,178.74565,347.0746,39,0.40696558,0.5023494,-0.030735904,1.5722208,8.930353,0,1.117012,0.10475451,3689,91.87200956,24.17092863,91.87199996,24.17093434,1045.4586,1098.0468,3595.0615,103.38581,17.510735,0.031230895,4428.007,175.96361,347.0746,26,0.6071958,0.685264,-0.053992435,1.2923199,17.333984,0,1.076348,0.07093245,0.048542822
3044,91.87235708,24.23620508,91.87234682,24.2362538,632.90485,1098.1346,20030.629,157.35207,15.645763,0.008531152,20124.463,166.56374,8561.793,8,0.9101436,1.9093499,-0.3718767,1.0680294,10.20693,0,1.4886769,0.32826257,1861,91.87235642,24.23620576,91.87234683,24.23625315,632.9005,1098.1309,19800.969,155.77962,15.658283,0.008543858,20124.463,166.56374,8561.793,7,0.9133667,1.9264773,-0.35041147,1.0636356,9.539659,0,1.4875396,0.327749,0.003286007
3046,91.8714962,24.16104451,91.87148103,24.16104046,1107.9395,1095.3765,2503.4827,103.18888,17.903639,0.04476289,2617.5625,141.27061,225.13303,28,0.4776604,0.7057464,0.029026378,1.4483013,-3.6262574,0,1.2174919,0.1786393,1871,91.87148242,24.16104576,91.87148067,24.16104121,1107.9319,1095.297,2047.2963,82.31853,18.122047,0.043666333,2503.5613,116.35289,225.13303,18,0.8028382,0.9837576,-0.16888817,1.1399395,21.515078,0,1.1496146,0.13014323,0.04549319
3047,91.87141405,24.20901978,91.87136354,24.20898851,804.74023,1093.4968,2020.8373,103.39608,18.136171,0.05556516,2201.8464,166.39151,184.10541,28,0.5249005,0.40297195,-0.011282682,1.5758069,87.35659,0,1.1419556,0.12430924,1879,91.87137474,24.20897988,91.87136157,24.20898754,804.99347,1093.2714,1430.9165,76.79346,18.510963,0.05828271,2193.859,154.91934,184.10541,17,0.87784773,0.9233108,-0.010270821,1.067658,6.365155,0,1.0262208,0.025550783,0.193117564
3048,91.8706273,24.07664796,91.87061102,24.07662761,1641.3436,1092.8365,1625.14,91.9564,18.372772,0.061449874,2001.6428,144.62993,163.39214,22,0.5968553,0.70426923,-0.09910695,1.3159181,21.34831,3,1.1194105,0.106672704,1873,91.87059672,24.07663419,91.87061352,24.07663742,1641.4314,1092.6605,1295.1193,72.36013,18.619225,0.060676344,1877.0376,131.82484,163.39214,15,0.81449246,1.1729789,0.04264747,1.1089034,-3.392164,3,1.2016352,0.16780072,0.1120627
3050,91.87091376,24.14297814,91.87089478,24.14297485,1222.1334,1092.547,10159.647,167.40645,16.382803,0.017894657,10561.282,192.60443,863.98,57,0.36583266,0.39657953,-0.003692719,1.6535767,3.424227,0,1.0414777,0.039825797,1876,91.87091183,24.14297026,91.87089452,24.14297479,1222.1832,1092.5361,9538.747,146.15524,16.451271,0.016639983,10424.068,187.4038,863.98,45,0.44372034,0.51083595,-0.014362357,1.5025103,6.0393987,0,1.0746843,0.06949413,0.02906307
3051,91.87130023,24.16724745,91.87127453,24.167261,1068.7424,1094.0647,2498.1797,104.428764,17.905941,0.04539691,2780.2827,146.40263,234.74644,27,0.55895305,0.5940893,0.033169296,1.3455143,-21.675257,0,1.0428221,0.041063666,1877,91.87128049,24.16724292,91.87127497,24.16726084,1068.7716,1093.951,2169.6482,86.16345,18.059027,0.043128423,2824.2102,161.07133,234.74644,20,0.8538613,0.77952677,0.06290875,1.1410862,-69.87951,0,1.0615076,0.057943583,0.066878152
3054,91.87080093,24.12404558,91.87079965,24.12405207,1341.7891,1092.4507,3387.1345,122.257996,17.575418,0.03919897,3687.762,170.02742,242.16791,37,0.47705683,0.3483947,0.04589042,1.7039332,-80.185005,3,1.1817809,0.1538195,1878,91.87080928,24.12404191,91.87080122,24.12405196,1341.812,1092.4989,2778.7808,98.02867,17.790363,0.038311455,3693.3962,162.94305,242.16791,26,0.7291114,0.52482915,0.14341888,1.4111544,-72.46438,0,1.223537,0.18269736,0.030432521
3055,91.86975677,24.12443493,91.86974739,24.12442233,1339.3563,1086.4166,2803.2505,105.87936,17.780846,0.041018445,3135.3062,145.81943,263.9245,28,0.53310263,0.600722,-0.09193083,1.4004837,26.8319,3,1.1062695,0.09606117,1904,91.86975677,24.12443493,91.86975021,24.12442256,1339.3563,1086.4166,2360.3096,87.26283,17.967577,0.040150426,3181.3152,145.07443,263.9245,19,0.6471739,1.0254818,-0.20391624,1.2685239,14.16282,0,1.3005995,0.2311238,0
3056,91.871589,24.33479203,91.87159505,24.33478597,9.85518,1090.8182,3292.5042,118.592636,17.606184,0.03911661,3525.4763,159.98233,246.08128,35,0.44623196,0.47750115,-0.00197801,1.497045,1.8097816,16,1.0345138,0.03336239,1882,91.87159051,24.33479521,91.87159572,24.33478663,9.835016,1090.8268,2833.461,96.96172,17.769207,0.037163183,3735.4502,182.8205,246.08128,25,0.5760377,0.7306772,-0.030139877,1.3192396,5.5144577,0,1.1288037,0.11410642,0.012478499
3057,91.86894439,24.05867653,91.86892495,24.05869223,1754.9668,1083.6506,95337.54,393.66992,13.951839,0.004484336,93835.555,376.0169,6506.33,207,0.1974746,0.22263679,0.03889833,2.3131542,-28.551178,2,1.1170866,0.10481429,1884,91.86894439,24.05867653,91.86892483,24.05869224,1754.9668,1083.6506,92947.03,365.24872,13.979411,0.004267593,92981.734,366.7318,6506.33,154,0.23312932,0.26105025,0.04752014,2.1342788,-29.781595,2,1.118508,0.105951905,0
3058,91.87002254,24.11790656,91.87003381,24.11791776,1380.608,1088.1405,5501.357,136.51955,17.048824,0.026949756,5840.934,170.17844,464.9017,43,0.41075537,0.45538682,0.011273136,1.5616337,-7.08772,1,1.0546378,0.051807225,1898,91.87004327,24.1179123,91.87003383,24.11791768,1380.5712,1088.2599,4857.6973,112.86911,17.183924,0.025233325,5917.527,180.87408,464.9017,30,0.5842891,0.61646855,-0.09058459,1.3455727,35.221405,0,1.0835363,0.077095926,0.071174543
3059,91.86960349,24.08378164,91.86967791,24.08376546,1596.2865,1086.7206,2212.1792,113.94686,18.037949,0.05593864,2662.0586,176.91534,121.09061,38,0.60121775,0.20556548,-0.08599985,2.2307975,83.86841,0,1.7363534,0.42408037,1899,91.86964387,24.08378706,91.86968322,24.08376569,1596.2512,1086.9534,1522.0223,82.31959,18.443947,0.058737032,2641.1672,167.70645,121.09061,20,1.2230357,0.26699665,-0.032955468,1.9363245,89.01287,0,2.141648,0.53306985,0.134155514
3062,91.86886643,24.12899212,91.86884757,24.12899868,1310.5789,1081.1481,2884.2312,109.9072,17.749924,0.041383374,3301.9985,163.35388,252.44347,29,0.5092595,0.57379955,-0.043080833,1.4103675,16.861662,3,1.0744078,0.0692547,1927,91.86884409,24.12898482,91.86884902,24.12899714,1310.6256,1081.0195,2577.0444,94.246666,17.872194,0.03971677,3648.833,185.43896,252.44347,23,0.6540051,0.75097376,-0.014242676,1.2370356,4.1779056,0,1.0723708,0.0674867,0.077950658
3063,91.87002071,24.15608399,91.87001843,24.1560689,1139.3291,1087.0134,5759.2656,137.46089,16.999083,0.02592041,6507.84,200.9958,509.4456,44,0.42571467,0.44925594,0.051662255,1.5634569,-32.751186,1,1.0671344,0.062910914,1903,91.87002557,24.1560756,91.87001848,24.15606919,1139.382,1087.0417,5176.364,115.415886,17.114937,0.024214229,6681.9106,205.304,509.4456,31,0.5782508,0.61612356,-0.027157621,1.320041,17.821703,0,1.039811,0.038286746,0.034143673
3064,91.87077468,24.30279687,91.87073522,24.30279449,212.08734,1087.0657,3966.0044,122.47627,17.404118,0.03353734,4312.8823,168.77069,365.74353,37,0.46378005,0.5080632,0.05793571,1.4916058,-26.303764,0,1.0780733,0.072419286,3695,91.87074843,24.30279249,91.87073476,24.30279452,212.1157,1086.9147,3364.4958,96.990524,17.582699,0.031306833,4349.7935,168.88,365.74353,22,0.7189315,0.7421373,-0.004226414,1.1795434,5.161004,0,1.0162765,0.016015828,0.087539656
3065,91.8708148,24.32741043,91.87079358,24.32740467,56.527843,1086.5762,3685.8284,118.03426,17.483662,0.034777857,4020.695,159.0641,327.59454,34,0.4726234,0.5405106,-0.08565972,1.487546,25.801199,0,1.114386,0.1026448,3704,91.87079785,24.32741016,91.87079322,24.32740438,56.53003,1086.4785,3324.4338,100.77338,17.595705,0.032919858,3933.7078,145.85449,327.59454,26,0.6296995,0.6992809,-0.13110363,1.3015823,31.021748,0,1.1186813,0.10609037,0.055600407
3066,91.86994433,24.14851007,91.86993053,24.14851205,1187.1979,1086.7944,1621.9751,89.03576,18.37489,0.059614252,1605.8961,139.53914,180.48663,18,0.60918003,0.7746718,-0.10970569,1.2989752,16.770342,3,1.1554323,0.13452315,1905,91.86993053,24.14849768,91.86992991,24.14851257,1187.2765,1086.7152,1460.9114,75.2629,18.48844,0.055948302,1693.2191,154.14955,180.48663,15,0.7267629,1.2239637,-0.40325338,1.2353432,19.521843,3,1.4060409,0.28878313,0.063597304
3067,91.86965058,24.14939223,91.86965038,24.1493899,1181.6305,1085.0746,5507.0474,139.39674,17.047703,0.027489297,5877.082,176.34808,476.36996,44,0.4537055,0.3367311,0.073527016,1.7510573,-73.923805,2,1.193163,0.16189152,1906,91.86965318,24.14938635,91.86965045,24.14938983,1181.6676,1085.0898,4870.366,116.3627,17.181095,0.025946692,5854.876,174.03523,476.36996,31,0.5789076,0.5534621,-0.060429033,1.3692197,56.41752,2,1.0596812,0.056319892,0.022850693
3069,91.86987081,24.20367161,91.86984011,24.20366048,838.58167,1084.7577,4604.438,127.138985,17.242058,0.029986925,5038.835,162.23294,469.4905,38,0.5003203,0.48181942,-0.013501264,1.4439502,71.939705,0,1.0235983,0.023054242,1911,91.86985014,24.2036604,91.86984025,24.20366052,838.6531,1084.6389,4228.897,107.63451,17.334433,0.027641032,5063.1245,166.30527,469.4905,27,0.6531582,0.66057086,0.010602849,1.2399697,-27.520882,0,1.0098966,0.0097996,0.078963145
3070,91.869461,24.22787019,91.86943544,24.22785911,685.65845,1081.6884,58011.566,316.7179,14.491213,0.005929087,57305.36,308.444,4524.3545,142,0.28716928,0.25434417,0.001121512,1.9828839,-89.02159,0,1.0626091,0.058920145,1908,91.86945805,24.22787045,91.8694352,24.22785898,685.6569,1081.6713,56228.742,291.7678,14.525104,0.005635193,56655.703,297.83905,4524.3545,110,0.3313501,0.298171,0.020388803,1.8402479,-74.21447,0,1.0638989,0.060061097,0.009728839
3071,91.86458194,24.13596655,91.86456741,24.13596909,1266.6146,1056.234,2224.9624,103.11231,18.031693,0.05032893,2712.643,180.00145,215.56905,27,0.5869352,0.5170275,-0.07880823,1.4151928,65.78749,2,1.1004473,0.09127861,3729,91.86457445,24.13595804,91.86456753,24.13596879,1266.6686,1056.191,1780.2875,79.03547,18.273775,0.04821273,2696.916,162.3026,215.56905,17,0.90647405,0.9472174,-0.03732939,1.0545517,21.248075,0,1.0302678,0.029378653,0.039282403
3072,91.86554055,24.1348617,91.86552733,24.13486517,1273.5719,1061.7948,9022.529,165.56947,16.511679,0.01992883,9567.536,207.83716,670.09894,59,0.3651248,0.3139912,-0.14584617,1.9526078,54.66032,3,1.2606546,0.2067613,1954,91.86553671,24.13486463,91.86552731,24.1348652,1273.5533,1061.7726,8073.898,139.17995,16.632292,0.01872075,9523.77,208.99275,670.09894,42,0.45674637,0.52941805,-0.084233776,1.5119315,24.607203,0,1.1199597,0.1071108,0.016472839
3073,91.86848084,24.13530795,91.86846868,24.13530224,1270.6735,1078.7399,4804.769,130.9688,17.195818,0.029602278,5199.9067,169.0633,385.2326,40,0.41628692,0.4674862,0.16741529,1.6798968,-36.497604,3,1.2223154,0.18188053,3702,91.86847102,24.1352971,91.86846842,24.13530196,1270.7423,1078.6836,4356.5444,112.97669,17.302145,0.028162846,5315.3984,170.94835,385.2326,32,0.51441723,0.62432647,0.13286345,1.438654,-25.20064,3,1.1648548,0.14152384,0.050692628
3074,91.86759337,24.13386053,91.86756622,24.13385096,1279.8446,1073.6636,46559.496,291.85617,14.729979,0.006807544,46246.35,291.31918,3582.4668,134,0.26823014,0.2589131,-0.03465536,2.017718,52.52404,3,1.0705599,0.06590927,3708,91.86759336,24.13386156,91.867566,24.13385088,1279.8381,1073.6635,45035.453,268.01746,14.766113,0.006463063,45538.465,279.02255,3582.4668,100,0.3204231,0.3023423,-0.007178212,1.8207239,79.17329,2,1.0317409,0.03076446,0.003705853
3075,91.86841438,24.14172565,91.86840013,24.14172692,1230.1157,1078.1693,3355.234,114.35053,17.585693,0.037012227,3764.3267,165.55827,323.636,32,0.55596733,0.48772556,-0.07853551,1.458921,65.49416,0,1.1051916,0.0951795,1930,91.8684097,24.14172762,91.86839985,24.14172703,1230.1034,1078.1423,2948.3062,94.82073,17.726068,0.03492694,3729.5317,160.6188,323.636,23,0.7652642,0.67491174,-0.101960935,1.2384709,65.77285,0,1.0995256,0.090516865,0.016918617
3076,91.86800344,24.15661006,91.86805842,24.15652743,1136.0581,1075.3655,20873.959,226.60542,15.600987,0.011789498,22796.61,286.65723,1022.5419,104,0.1870826,0.26129273,-0.21350677,2.9992101,35.41685,3,1.7416236,0.42582315,1932,91.86799874,24.15660402,91.86805606,24.15652984,1136.0963,1075.3385,20107.09,206.0065,15.641626,0.011126576,23247.156,297.32617,1022.5419,85,0.22006467,0.3121088,-0.26369742,2.8123105,35.379173,3,1.7913705,0.44176817,0.026665158
3077,91.86669643,24.15635931,91.86668084,24.15636041,1137.6775,1067.8359,51373.37,299.11276,14.623155,0.006323051,51769.35,299.33542,3976.456,125,0.2629595,0.2702531,-0.008810028,1.9578222,25.189762,3,1.021685,0.021224737,1933,91.86669643,24.15635931,91.86668055,24.15636035,1137.6775,1067.8359,49607.293,272.58652,14.661136,0.005967449,50723.98,285.8767,3976.456,93,0.3262745,0.32825664,-0.033201355,1.7942153,43.291744,3,1.052175,0.049587786,0
3078,91.86940971,24.27950788,91.86939103,24.27951116,359.31036,1079.884,2675.21,108.95215,17.831604,0.044229064,3619.0144,210.5738,263.79596,33,0.43128487,0.5479547,-0.1215723,1.5706298,23.08943,3,1.1898171,0.1595347,3691,91.86940971,24.27950788,91.86937093,24.27949633,359.31036,1079.884,2286.7788,91.26579,18.00194,0.043342475,3946.3389,201.81126,263.79596,23,0.5985436,0.77632177,0.12994538,1.3160977,-18.0823,3,1.1753393,0.1491819,0
3079,91.86946635,24.32352751,91.86945679,24.32352737,81.10404,1078.9242,6478.0825,140.98595,16.871384,0.023635194,6934.507,181.5055,570.7124,45,0.4227774,0.47847316,0.035540253,1.5474783,-16.271269,0,1.076204,0.07080805,1929,91.86946966,24.32353829,91.86945696,24.32352748,81.03581,1078.9429,6043.009,123.443794,16.946867,0.022184307,6973.099,185.901,570.7124,35,0.5542656,0.5591024,0.067660324,1.3830749,-42.95554,0,1.0629004,0.059178114,0.040303532
3084,91.86982611,24.15258284,91.86983184,24.1526047,1161.4613,1085.9937,2006.836,95.39602,18.14372,0.051623587,2227.8132,132.15839,234.80751,24,0.540102,0.7902802,0.021427501,1.3612764,-2.4476879,0,1.210494,0.17389107,1907,91.86983034,24.1526019,91.86983207,24.15260541,1161.3407,1086.0175,1706.7324,78.56876,18.319586,0.04999359,2154.2244,121.51134,234.80751,17,0.93588895,0.9337323,-0.02531906,1.0413812,47.434376,0,1.013685,0.013500273,0.070020633
3085,91.86791752,24.13011272,91.8679106,24.13011897,1303.522,1075.6423,1874.6072,96.07755,18.217724,0.05565978,2190.2031,153.20215,177.56743,26,0.7103355,0.5778514,-0.14966202,1.3556222,65.75798,0,1.1693228,0.14480418,1937,91.86789867,24.13011914,91.86791105,24.13011801,1303.4819,1075.5334,1403.378,71.2848,18.532063,0.055163532,2286.2495,164.26309,177.56743,14,1.1494352,1.1224631,-0.5051025,1.0641682,46.528324,0,1.2541213,0.20262897,0.066120106
3087,91.86689782,23.9995763,91.86687934,23.99958617,2128.5315,1073.56,7958.174,151.43803,16.647966,0.02066576,8304.418,178.7446,634.76385,47,0.42678976,0.4001138,0.007556395,1.5819519,-82.09219,0,1.0341109,0.032985747,3703,91.86689305,23.99958502,91.86687944,23.99958612,2128.4766,1073.5323,7421.9814,131.92998,16.7237,0.019304274,8353.64,184.66362,634.76385,38,0.5092188,0.52903163,-0.005745472,1.4019157,8.08575,0,1.0200704,0.019675553,0.035079374
3088,91.8674561,24.04205855,91.86750526,24.042046,1860.0311,1075.5459,2956.608,92.053375,17.723015,0.033812385,3151.255,120.20155,635.6919,15,0.9138258,0.9091722,-0.57813716,1.2675289,45.23059,3,1.3888421,0.27997577,3710,91.86752548,24.04203822,91.86750604,24.04204467,1860.1577,1075.9469,2891.7568,88.789215,17.747095,0.033344813,3087.4316,117.72485,635.6919,14,1.0254574,0.91096383,-0.56120616,1.211052,50.76543,3,1.3564829,0.26279938,0.239535732
3089,91.86680592,24.04246059,91.86680079,24.04247414,1857.5076,1071.7816,6652.482,120.55795,16.84254,0.019680766,6875.7676,140.5321,1282.4916,25,0.78692317,0.8660585,-0.244358,1.1968844,36.02773,3,1.1695938,0.1450023,1934,91.8667945,24.04245776,91.86680076,24.04247435,1857.5258,1071.7158,6466.4287,110.66332,16.873339,0.018585278,6740.6094,133.32307,1282.4916,21,0.94901294,0.9422834,-0.22131246,1.0943902,45.870834,3,1.124805,0.11095703,0.038888435
3090,91.86703089,24.05172016,91.86702376,24.05172036,1798.9816,1072.8105,10924.115,180.91505,16.304033,0.017985323,11675.368,213.46391,837.93585,71,0.2897025,0.31576073,0.052353915,1.9121774,-31.769497,3,1.1017393,0.092344224,3711,91.86702989,24.05171577,91.86702371,24.05172047,1799.0094,1072.8049,9887.595,154.31137,16.412273,0.016948728,11798.852,217.409,837.93585,52,0.37890986,0.434882,0.10078513,1.6921136,-30.47696,3,1.1532946,0.13291878,0.016147839
3091,91.86573812,24.05042814,91.86571612,24.05042099,1807.1814,1065.3872,38603.758,272.6432,14.933426,0.007669992,38592.453,275.97476,3062.8457,119,0.27896556,0.262669,-0.009696038,1.9561427,74.62423,3,1.0356455,0.034418583,1717,91.86573746,24.0504283,91.86571593,24.05042096,1807.1804,1065.3834,38469.125,257.5227,14.937219,0.007269977,38036.195,264.24585,3062.8457,94,0.31757656,0.32511097,0.027872005,1.805079,-37.4366,2,1.0459806,0.04395932,0.002263375
3093,91.86773691,24.12749762,91.86772605,24.12750618,1320.0541,1074.6769,4522.826,125.77752,17.261475,0.030201113,4766.221,161.39056,445.5899,39,0.446512,0.52961767,-0.011683476,1.4972084,4.001265,0,1.0900111,0.08257818,1936,91.86773538,24.12750367,91.8677259,24.12750626,1320.0159,1074.6678,4118.1963,109.54421,17.363232,0.02888765,4755.08,144.15714,445.5899,29,0.5513747,0.69704986,-0.13928498,1.3821884,21.85768,0,1.1768799,0.15029562,0.022354571
3094,91.86800666,24.14698821,91.86799883,24.1469967,1196.8676,1075.6646,2273.334,105.85826,18.00834,0.05056981,2524.6816,151.7142,156.95204,29,0.47927153,0.53348625,0.00157817,1.4444895,-0.8336936,0,1.0550685,0.052194238,1935,91.86800731,24.14700385,91.86799807,24.14699614,1196.7687,1075.6678,1822.9255,82.551155,18.248077,0.049179494,2477.4885,149.81508,156.95204,19,0.7377301,0.81654525,-0.118159436,1.1900369,28.147886,0,1.095968,0.08756465,0.056356322
3095,91.86589925,24.03311946,91.86587531,24.0331343,1916.567,1066.8201,5786.8286,144.0907,16.993898,0.02704115,6690.0776,218.94711,431.81815,49,0.35612416,0.4104791,-0.003464427,1.6758413,1.823467,0,1.073761,0.068694055,1949,91.8658796,24.0331265,91.86587466,24.03313471,1916.5231,1066.7064,5153.044,119.78483,17.11984,0.02524456,6482.917,197.63797,431.81815,35,0.53531545,0.5284187,-0.030749107,1.391966,51.320835,0,1.030077,0.029198766,0.069398049
